,location,total_sqft,bath,price,bedroom
2396,Electronics City Phase 1,920.0,2.0,33.0,2
2397,Electronics City Phase 1,1750.0,3.0,84.0,3
2398,Electronics City Phase 1,1350.0,3.0,55.0,3
2399,Electronics City Phase 1,940.0,2.0,40.0,2
2400,Electronics City Phase 1,1015.0,2.0,56.0,2
2401,Electronics City Phase 1,1595.0,3.0,75.0,3
2402,Electronics City Phase 1,1515.0,2.0,80.91,3
2403,Electronics City Phase 1,995.0,2.0,46.0,2
2404,Electronics City Phase 1,1555.0,2.0,82.0,3
2405,Electronics City Phase 1,1340.0,2.0,75.0,2
2406,Electronics City Phase 1,650.0,1.0,23.0,1
2407,Electronics City Phase 1,1124.0,2.0,55.0,3
2408,Electronics City Phase 1,1175.0,2.0,57.0,2
2409,Electronics City Phase 1,755.0,1.0,42.41,1
2410,Electronics City Phase 1,580.0,1.0,27.0,1
2411,Electronics City Phase 1,940.0,2.0,49.0,2
2412,Electronics City Phase 1,1335.0,2.0,67.0,2
2413,Electronics City Phase 1,1175.0,2.0,69.0,2
2414,Electronics City Phase 1,1113.12,2.0,55.0,2
2415,Electronics City Phase 1,995.0,2.0,42.0,2
2416,Electronics City Phase 1,1350.0,3.0,71.0,3
2417,Electronics City Phase 1,1445.0,2.0,56.0,3
2418,Electronics City Phase 1,995.0,2.0,49.8,2
2419,Electronics City Phase 1,635.0,1.0,26.0,1
2420,Electronics City Phase 1,1190.0,2.0,68.0,2
2421,Electronics City Phase 1,1085.0,2.0,46.0,2
2422,Electronics City Phase 1,1450.0,3.0,72.54,3
2423,Electronics City Phase 1,360.0,1.0,16.9,1
2424,Electronics City Phase 1,638.0,1.0,32.0,1
2425,Electronics City Phase 1,1175.0,2.0,64.98,2
2426,Electronics City Phase 1,585.0,1.0,21.0,1
2427,Electronics City Phase 1,1200.0,2.0,59.76,2
2428,Electronics City Phase 1,1145.0,2.0,54.0,2
2429,Electronics City Phase 1,1125.0,2.0,65.0,2
2430,Electronics City Phase 1,1550.0,2.0,82.0,3
2431,Electronics City Phase 1,1175.0,2.0,50.0,2
2432,Electronics City Phase 1,762.5,1.0,45.4,1
2433,Electronics City Phase 1,865.0,2.0,40.0,2
2434,Electronics City Phase 1,1450.0,3.0,70.0,3
2435,Electronics City Phase 1,1450.0,2.0,63.51,3
2436,Electronics City Phase 1,1450.0,3.0,58.0,3
2437,Electronics City Phase 1,1800.0,3.0,93.0,3
2438,Electronics City Phase 1,1314.0,2.0,60.0,2
2439,Electronics City Phase 1,1170.0,2.0,62.0,2
2440,Electronics City Phase 1,1450.0,3.0,79.0,3
2441,Electronics City Phase 1,940.0,2.0,48.0,2
2442,Electronics City Phase 1,940.0,2.0,44.0,2
2443,Electronics City Phase 1,1300.0,2.0,67.0,2
2444,Electronics City Phase 1,1028.0,2.0,51.0,2
2445,Electronics City Phase 1,1080.0,2.0,46.0,2
2446,Electronics City Phase 1,1205.0,2.0,60.0,2
2447,Electronics City Phase 1,1900.0,3.0,85.0,3
2448,Electronics City Phase 1,1305.0,2.0,67.0,2
2449,Electronics City Phase 1,755.0,1.0,30.12,1
2450,Electronics City Phase 1,1175.0,2.0,60.0,2
2451,Frazer Town,1700.0,3.0,180.0,3
2452,Frazer Town,1305.0,3.0,95.45,3
2453,Frazer Town,1870.0,3.0,185.0,3
2454,Frazer Town,1750.0,3.0,150.0,3
2456,Frazer Town,2000.0,3.0,200.0,3
2457,Frazer Town,3500.0,4.0,330.0,3
2458,Frazer Town,2350.0,4.0,285.0,3
2459,Frazer Town,1550.0,2.0,140.0,2
2460,Frazer Town,1900.0,4.0,145.0,3
2461,Frazer Town,2560.0,3.0,265.0,3
2462,Frazer Town,2400.0,3.0,260.0,3
2463,Frazer Town,2560.0,3.0,288.0,3
2464,Frazer Town,3436.0,5.0,341.0,4
2465,Frazer Town,4856.0,5.0,410.0,4
2466,Frazer Town,1315.0,2.0,140.0,2
2467,Frazer Town,1706.0,3.0,154.0,3
2468,Frazer Town,2079.0,3.0,220.0,3
2469,Frazer Town,3435.0,2.0,341.0,4
2470,Frazer Town,3436.0,5.0,345.0,4
2471,Frazer Town,3100.0,3.0,400.0,3
2472,Frazer Town,5400.0,3.0,400.0,3
2473,Frazer Town,1180.0,2.0,105.0,2
2474,Frazer Town,2900.0,4.0,325.0,4
2475,Frazer Town,1870.0,3.0,180.0,3
2476,Frazer Town,896.0,1.0,100.0,1
2477,Frazer Town,1420.0,2.0,120.0,2
2478,GM Palaya,1820.0,2.0,86.0,3
2479,GM Palaya,1225.0,2.0,47.0,2
2480,GM Palaya,1140.0,2.0,48.95,2
2481,GM Palaya,1315.0,2.0,65.0,3
2482,GM Palaya,1315.0,3.0,65.0,3
2483,GM Palaya,1315.0,3.0,64.0,3
2484,GM Palaya,1735.0,3.0,70.0,3
2485,GM Palaya,1643.0,2.0,70.0,3
2486,Garudachar Palya,1325.0,2.0,60.8,3
2487,Garudachar Palya,1060.0,2.0,48.7,2
2488,Garudachar Palya,1150.0,2.0,52.75,2
2489,Garudachar Palya,1295.0,2.0,59.5,3
2490,Garudachar Palya,1320.0,2.0,60.6,3
2491,Garudachar Palya,1295.0,2.0,59.5,3
2492,Garudachar Palya,1150.0,2.0,52.8,2
2493,Garudachar Palya,1150.0,2.0,52.8,2
2494,Garudachar Palya,1060.0,2.0,48.5,2
2495,Garudachar Palya,1150.0,2.0,52.5,2
2496,Garudachar Palya,1325.0,2.0,60.8,3
2497,Garudachar Palya,1060.0,2.0,48.66,2
2498,Garudachar Palya,1150.0,2.0,52.0,2
2499,Garudachar Palya,1154.0,2.0,51.8,2
2500,Garudachar Palya,1325.0,2.0,60.0,3
2501,Giri Nagar,880.0,3.0,140.0,3
2502,Giri Nagar,2400.0,4.0,400.0,4
2503,Giri Nagar,1800.0,3.0,252.0,3
2504,Giri Nagar,1350.0,3.0,240.0,3
2505,Giri Nagar,2400.0,4.0,400.0,4
2506,Giri Nagar,3000.0,4.0,375.0,6
2507,Giri Nagar,2400.0,6.0,400.0,6
2508,Giri Nagar,1120.0,4.0,175.0,4
2509,Giri Nagar,4000.0,3.0,750.0,4
2510,Giri Nagar,1200.0,3.0,175.0,6
2511,Gollarapalya Hosahalli,861.0,2.0,34.5,2
2512,Gollarapalya Hosahalli,1408.0,3.0,62.0,3
2513,Gollarapalya Hosahalli,861.0,2.0,34.5,2
2514,Gollarapalya Hosahalli,1318.0,3.0,54.0,3
2515,Gollarapalya Hosahalli,861.0,2.0,36.5,2
2516,Gollarapalya Hosahalli,1320.0,3.0,60.0,3
2517,Gollarapalya Hosahalli,1345.0,3.0,60.0,3
2518,Gollarapalya Hosahalli,1905.0,3.0,86.0,4
2519,Gollarapalya Hosahalli,1318.0,3.0,56.0,3
2520,Gollarapalya Hosahalli,1129.0,2.0,50.0,2
2521,Gottigere,1100.0,2.0,40.0,2
2522,Gottigere,967.0,2.0,45.0,2
2523,Gottigere,1618.0,3.0,82.5,3
2524,Gottigere,1222.0,2.0,63.0,2
2525,Gottigere,1600.0,2.0,55.0,3
2526,Gottigere,1300.0,3.0,65.0,3
2527,Gottigere,950.0,2.0,38.0,2
2528,Gottigere,1153.0,2.0,48.5,2
2529,Gottigere,812.0,1.0,26.0,1
2530,Gottigere,2000.0,4.0,82.0,4
2531,Gottigere,1460.0,2.0,65.0,3
2532,Gottigere,1500.0,3.0,70.0,3
2533,Gottigere,1621.0,3.0,72.0,3
2534,Gottigere,812.0,1.0,26.0,1
2535,Gottigere,990.0,2.0,40.0,2
2536,Gottigere,1235.0,2.0,63.0,2
2537,Gottigere,1385.0,3.0,64.0,3
2538,Gottigere,1000.0,2.0,35.0,2
2539,Gottigere,1010.0,2.0,35.0,2
2540,Gottigere,1385.0,2.0,50.0,3
2541,Gottigere,1425.0,2.0,47.0,3
2542,Gottigere,1435.0,2.0,62.0,3
2543,Gottigere,945.0,2.0,45.0,2
2544,Gottigere,1400.0,2.0,50.0,3
2545,Gottigere,2500.0,3.0,120.0,4
2546,Gottigere,1230.0,2.0,52.0,3
2547,Gottigere,1120.0,2.0,50.0,2
2548,Gottigere,1500.0,3.0,63.0,3
2549,Gottigere,1200.0,2.0,40.0,2
2550,Gottigere,1280.0,2.0,61.0,2
2551,Gottigere,1205.0,2.0,56.58,2
2552,Gottigere,1170.0,2.0,40.0,2
2553,Gottigere,3000.0,3.0,132.0,4
2554,Gottigere,1613.0,3.0,72.0,3
2555,Gottigere,1110.0,2.0,36.25,2
2556,Gottigere,1245.0,2.0,59.0,2
2557,Gottigere,1200.0,2.0,50.0,2
2558,Green Glen Layout,1670.0,3.0,120.0,3
2559,Green Glen Layout,3250.0,4.0,230.0,4
2560,Green Glen Layout,1776.42,3.0,105.0,3
2561,Green Glen Layout,3250.0,4.0,230.0,4
2562,Green Glen Layout,940.0,2.0,56.8,2
2563,Green Glen Layout,1075.0,2.0,60.0,2
2564,Green Glen Layout,1715.0,3.0,115.0,3
2565,Green Glen Layout,1751.0,2.0,115.0,3
2566,Green Glen Layout,1750.0,3.0,130.0,3
2567,Green Glen Layout,1530.0,3.0,105.0,3
2568,Green Glen Layout,1752.0,3.0,105.0,3
2569,Green Glen Layout,1680.0,4.0,95.0,3
2570,Green Glen Layout,1728.0,3.0,125.0,3
2571,Green Glen Layout,1645.0,3.0,110.0,3
2572,Green Glen Layout,1517.0,3.0,100.0,3
2573,Green Glen Layout,3150.0,4.0,218.0,4
2574,Green Glen Layout,3270.0,4.0,205.0,4
2575,Green Glen Layout,1750.0,3.0,120.0,3
2576,Green Glen Layout,1751.0,3.0,115.0,3
2577,Green Glen Layout,1750.0,3.0,105.0,3
2578,Green Glen Layout,1885.0,3.0,135.0,3
2579,Green Glen Layout,1715.0,3.0,120.0,3
2580,Green Glen Layout,1623.29,2.0,105.0,3
2581,Green Glen Layout,1715.0,3.0,115.0,3
2582,Green Glen Layout,1715.0,3.0,105.0,3
2583,Green Glen Layout,1600.0,3.0,105.0,3
2584,Green Glen Layout,1717.0,3.0,125.0,3
2585,Green Glen Layout,1250.0,2.0,75.0,2
2586,Green Glen Layout,1715.0,3.0,112.0,3
2587,Gubbalala,1470.0,2.0,82.0,3
2588,Gubbalala,1745.0,3.0,125.0,3
2589,Gubbalala,1745.0,3.0,104.0,3
2590,Gubbalala,1745.0,3.0,115.0,3
2591,Gubbalala,1745.0,3.0,110.0,3
2592,Gubbalala,1650.0,3.0,71.0,3
2593,Gubbalala,2570.0,4.0,141.0,5
2594,Gubbalala,1205.0,2.0,70.0,2
2595,Gubbalala,1435.0,2.0,80.0,3
2596,Gubbalala,1475.0,2.0,80.0,2
2597,Gubbalala,2000.0,4.0,85.0,4
2598,Gubbalala,1100.0,2.0,49.5,2
2599,Gubbalala,1060.0,2.0,46.0,2
2600,Gubbalala,2000.0,3.0,125.0,3
2601,Gubbalala,4000.0,5.0,195.0,4
2602,Gubbalala,1745.0,3.0,130.0,3
2603,Gubbalala,1285.0,2.0,90.0,2
2604,Gunjur,1140.0,2.0,43.0,2
2605,Gunjur,1356.0,2.0,66.0,3
2606,Gunjur,1600.0,3.0,75.0,3
2607,Gunjur,2000.0,3.0,95.0,4
2608,Gunjur,1140.0,2.0,49.11,2
2609,Gunjur,1195.0,2.0,44.0,2
2610,Gunjur,1190.0,2.0,40.0,2
2611,Gunjur,1457.0,2.0,60.0,2
2612,Gunjur,1080.0,2.0,41.0,2
2613,Gunjur,2132.0,3.0,80.0,3
2614,Gunjur,1800.0,3.0,70.0,3
2615,Gunjur,1175.0,2.0,43.48,2
2616,Gunjur,1362.0,3.0,62.63,3
2617,Gunjur,1071.0,2.0,51.0,2
2618,Gunjur,1063.0,2.0,40.0,2
2619,Gunjur,1235.0,2.0,52.76,2
2620,Gunjur,1362.0,3.0,62.63,3
2621,Gunjur,1362.0,3.0,62.63,3
2622,Gunjur,1588.0,2.0,90.0,3
2623,Gunjur,1235.0,2.0,44.5,2
2624,Gunjur,1457.0,2.0,60.0,2
2625,HAL 2nd Stage,1490.0,2.0,300.0,3
2626,HAL 2nd Stage,600.0,3.0,145.0,2
2627,HAL 2nd Stage,2700.0,3.0,500.0,3
2628,HAL 2nd Stage,2040.0,4.0,500.0,5
2629,HBR Layout,2800.0,2.0,200.0,3
2630,HBR Layout,1722.0,3.0,95.0,3
2631,HBR Layout,1200.0,4.0,120.0,4
2632,HBR Layout,1200.0,2.0,60.0,2
2633,HBR Layout,1004.0,2.0,49.0,2
2634,HBR Layout,1783.0,3.0,125.0,3
2635,HBR Layout,1656.0,3.0,90.0,3
2636,HBR Layout,1089.0,2.0,60.0,2
2637,HBR Layout,2400.0,5.0,320.0,4
2638,HBR Layout,1700.0,3.0,110.0,3
2639,HBR Layout,1198.0,2.0,65.0,2
2640,HBR Layout,1200.0,4.0,115.0,4
2641,HBR Layout,1800.0,2.0,230.0,3
2642,HBR Layout,1200.0,2.0,120.0,2
2643,HBR Layout,1832.0,3.0,160.0,3
2644,HRBR Layout,1374.0,2.0,95.0,2
2645,HRBR Layout,1440.0,2.0,98.0,2
2646,HRBR Layout,1567.0,3.0,90.0,3
2647,HRBR Layout,2800.0,3.0,250.0,3
2648,HRBR Layout,1210.0,2.0,75.0,2
2649,HRBR Layout,1200.0,2.0,170.0,4
2650,HRBR Layout,1265.0,2.0,78.0,2
2651,HRBR Layout,1170.0,2.0,75.0,2
2652,HRBR Layout,1335.0,2.0,87.0,3
2653,HRBR Layout,1900.0,3.0,90.0,4
2654,HRBR Layout,1625.0,3.0,120.0,3
2655,HRBR Layout,1301.0,2.0,120.0,2
2656,HRBR Layout,1145.0,2.0,68.5,2
2657,HRBR Layout,1300.0,2.0,90.0,2
2658,HSR Layout,1400.0,3.0,56.0,3
2659,HSR Layout,1372.0,2.0,68.0,2
2660,HSR Layout,1430.0,2.0,65.0,3
2661,HSR Layout,1475.0,3.0,75.0,3
2662,HSR Layout,1467.0,2.0,55.0,2
2663,HSR Layout,1140.0,2.0,46.0,2
2664,HSR Layout,1372.0,2.0,61.0,2
2665,HSR Layout,1750.0,3.0,95.0,3
2666,HSR Layout,2424.0,3.0,90.0,3
2667,HSR Layout,1027.0,2.0,44.0,2
2668,HSR Layout,1650.0,3.0,110.0,3
2669,HSR Layout,1140.0,2.0,46.0,2
2670,HSR Layout,1372.0,2.0,61.0,2
2671,HSR Layout,1140.0,2.0,46.0,2
2672,HSR Layout,1185.0,2.0,60.0,2
2673,HSR Layout,1127.0,2.0,68.0,2
2674,HSR Layout,1600.0,2.0,115.0,3
2675,HSR Layout,1145.0,2.0,48.0,2
2676,HSR Layout,1009.0,2.0,56.0,2
2677,HSR Layout,1300.0,2.0,98.0,2
2678,HSR Layout,2400.0,3.0,88.0,3
2679,HSR Layout,1140.0,2.0,46.0,2
2680,HSR Layout,1126.0,2.0,69.0,2
2681,HSR Layout,1360.0,2.0,53.0,3
2682,HSR Layout,1140.0,2.0,46.0,2
2683,HSR Layout,1145.0,2.0,46.0,2
2684,HSR Layout,1142.0,2.0,65.0,2
2685,HSR Layout,1145.0,2.0,46.0,2
2686,HSR Layout,1844.0,3.0,95.0,3
2687,HSR Layout,1203.0,2.0,72.0,2
2688,HSR Layout,1140.0,2.0,46.0,2
2689,HSR Layout,4200.0,5.0,245.0,5
2690,HSR Layout,1140.0,2.0,46.0,2
2691,HSR Layout,1145.0,2.0,46.0,2
2692,HSR Layout,1009.0,2.0,56.0,2
2693,HSR Layout,1145.0,2.0,46.0,2
2694,HSR Layout,1100.0,2.0,44.0,2
2695,HSR Layout,1203.0,2.0,60.0,2
2696,HSR Layout,1120.0,2.0,70.0,2
2697,HSR Layout,1140.0,2.0,46.0,2
2698,HSR Layout,1289.0,2.0,70.0,2
2699,HSR Layout,1844.0,3.0,89.0,3
2700,HSR Layout,1203.0,2.0,60.0,2
2701,HSR Layout,1140.0,2.0,46.0,2
2702,Haralur Road,1240.0,2.0,70.0,2
2703,Haralur Road,1027.0,2.0,44.0,2
2704,Haralur Road,1464.0,3.0,56.0,3
2705,Haralur Road,2650.0,4.0,198.0,4
2706,Haralur Road,2805.0,5.0,154.0,4
2707,Haralur Road,1194.0,2.0,47.0,2
2708,Haralur Road,3385.0,5.0,260.0,4
2709,Haralur Road,1202.0,2.0,53.0,2
2710,Haralur Road,1056.0,2.0,61.0,2
2711,Haralur Road,1464.0,3.0,56.0,3
2712,Haralur Road,1810.0,3.0,100.0,3
2713,Haralur Road,1194.0,2.0,46.0,2
2714,Haralur Road,2805.0,4.0,154.0,4
2715,Haralur Road,1225.0,2.0,67.38,2
2716,Haralur Road,1243.0,2.0,46.0,2
2717,Haralur Road,1027.0,2.0,44.0,2
2718,Haralur Road,1920.0,3.0,115.0,3
2719,Haralur Road,1875.0,3.0,110.0,3
2720,Haralur Road,1194.0,2.0,47.0,2
2721,Haralur Road,1140.0,2.0,43.0,2
2722,Haralur Road,1027.0,2.0,44.0,2
2723,Haralur Road,1194.0,2.0,46.0,2
2724,Haralur Road,2017.0,3.0,125.0,3
2725,Haralur Road,1140.0,2.0,43.0,2
2726,Haralur Road,1875.0,3.0,110.0,3
2727,Haralur Road,1092.0,2.0,44.0,2
2728,Haralur Road,2475.0,4.0,130.0,3
2729,Haralur Road,1300.0,2.0,73.0,2
2730,Haralur Road,1194.0,2.0,47.0,2
2731,Haralur Road,1243.0,2.0,46.0,2
2732,Haralur Road,1850.0,3.0,110.0,3
2733,Haralur Road,1225.0,2.0,67.38,2
2734,Haralur Road,1243.0,2.0,46.0,2
2735,Haralur Road,3400.0,5.0,240.0,4
2736,Haralur Road,1464.0,2.0,56.0,2
2737,Haralur Road,1230.0,2.0,78.0,2
2738,Haralur Road,1000.0,2.0,44.0,2
2739,Haralur Road,1300.0,2.0,79.0,2
2740,Haralur Road,1444.0,2.0,80.0,3
2741,Haralur Road,1088.0,2.0,68.0,2
2742,Haralur Road,1027.0,2.0,44.0,2
2743,Haralur Road,1464.0,3.0,56.0,3
2744,Haralur Road,1225.0,2.0,70.0,2
2745,Haralur Road,1464.0,3.0,56.0,3
2746,Haralur Road,1194.0,2.0,46.0,2
2747,Haralur Road,1000.0,2.0,78.0,2
2748,Haralur Road,1830.0,3.0,101.0,3
2749,Haralur Road,1810.0,3.0,126.0,3
2750,Haralur Road,1464.0,2.0,56.0,2
2751,Haralur Road,1520.0,2.0,96.0,3
2752,Haralur Road,1300.0,2.0,75.0,2
2753,Haralur Road,2017.0,2.0,125.0,3
2754,Haralur Road,1243.0,2.0,46.0,2
2755,Haralur Road,1027.0,2.0,44.0,2
2756,Haralur Road,2805.0,5.0,160.0,4
2757,Haralur Road,1243.0,2.0,46.0,2
2758,Haralur Road,1027.0,2.0,44.0,2
2759,Haralur Road,2017.0,3.0,105.0,3
2760,Haralur Road,1243.0,2.0,46.0,2
2761,Haralur Road,1243.0,2.0,46.0,2
2762,Haralur Road,1520.0,2.0,90.0,3
2763,Haralur Road,1300.0,2.0,60.0,2
2764,Haralur Road,1985.0,3.0,130.0,3
2765,Haralur Road,1255.0,2.0,90.0,3
2766,Haralur Road,1056.0,2.0,60.0,2
2767,Haralur Road,1140.0,2.0,42.0,2
2768,Haralur Road,1245.0,2.0,62.0,2
2769,Haralur Road,1140.0,2.0,58.0,2
2770,Haralur Road,1140.0,2.0,42.0,2
2771,Haralur Road,1027.0,2.0,43.0,2
2772,Haralur Road,1194.0,2.0,47.0,2
2773,Haralur Road,1194.0,2.0,47.0,2
2774,Haralur Road,1560.0,3.0,90.0,3
2775,Haralur Road,1520.0,2.0,85.0,3
2776,Haralur Road,1243.0,2.0,45.0,2
2777,Haralur Road,1027.0,2.0,44.0,2
2778,Haralur Road,1194.0,2.0,46.0,2
2779,Haralur Road,1650.0,3.0,100.0,3
2780,Haralur Road,1580.0,3.0,73.0,3
2781,Haralur Road,1243.0,2.0,46.0,2
2782,Haralur Road,1194.0,2.0,47.0,2
2783,Haralur Road,2805.0,4.0,154.0,4
2784,Haralur Road,1520.0,2.0,96.0,3
2785,Haralur Road,1510.0,3.0,83.05,3
2786,Haralur Road,1056.0,2.0,65.0,2
2787,Haralur Road,1810.0,3.0,100.0,3
2788,Haralur Road,1243.0,2.0,46.0,2
2789,Haralur Road,575.0,1.0,38.0,1
2790,Haralur Road,1194.0,2.0,46.0,2
2791,Haralur Road,1243.0,2.0,46.0,2
2792,Haralur Road,1194.0,2.0,46.0,2
2793,Haralur Road,1140.0,2.0,43.0,2
2794,Haralur Road,1850.0,3.0,120.0,3
2795,Haralur Road,1194.0,2.0,47.0,2
2796,Haralur Road,1194.0,2.0,47.0,2
2797,Haralur Road,1464.0,3.0,56.0,3
2798,Haralur Road,1243.0,2.0,46.0,2
2799,Haralur Road,1710.0,3.0,85.0,3
2800,Haralur Road,1730.0,3.0,95.0,3
2801,Haralur Road,1243.0,2.0,46.0,2
2802,Haralur Road,1243.0,2.0,46.0,2
2803,Haralur Road,1243.0,2.0,46.0,2
2804,Haralur Road,1817.0,3.0,110.0,3
2805,Haralur Road,1225.0,2.0,77.0,2
2806,Haralur Road,1285.0,2.0,78.0,2
2807,Haralur Road,1225.0,2.0,67.48,2
2808,Haralur Road,1225.0,2.0,69.84,2
2809,Haralur Road,1200.0,2.0,46.0,2
2810,Haralur Road,1315.0,2.0,85.0,2
2811,Haralur Road,1976.0,3.0,92.0,3
2812,Haralur Road,1300.0,2.0,75.0,2
2813,Haralur Road,1309.0,2.0,82.0,2
2814,Haralur Road,1027.0,1.0,44.0,2
2815,Haralur Road,1243.0,2.0,46.0,2
2816,Haralur Road,1243.0,2.0,46.0,2
2817,Haralur Road,1140.0,2.0,43.0,2
2818,Haralur Road,1300.0,2.0,75.0,2
2819,Haralur Road,1243.0,2.0,46.0,2
2820,Haralur Road,1890.0,3.0,84.0,3
2821,Haralur Road,1230.0,2.0,67.65,2
2822,Haralur Road,1194.0,2.0,46.0,2
2823,Haralur Road,1092.0,2.0,44.0,2
2824,Haralur Road,1464.0,3.0,56.0,3
2825,Haralur Road,1255.0,3.0,90.0,3
2826,Haralur Road,1735.0,3.0,97.0,3
2827,Haralur Road,1810.0,3.0,97.83,3
2828,Haralur Road,1200.0,2.0,46.0,2
2829,Haralur Road,1243.0,2.0,46.0,2
2830,Haralur Road,1810.0,3.0,112.0,3
2831,Harlur,1508.0,2.0,77.0,2
2832,Harlur,1752.12,3.0,135.0,3
2833,Harlur,2450.0,3.0,120.0,3
2834,Harlur,1460.0,3.0,73.0,3
2835,Harlur,1709.0,3.0,150.0,3
2836,Harlur,1174.0,2.0,69.0,2
2837,Harlur,1033.0,2.0,49.0,2
2838,Harlur,1197.0,2.0,84.0,2
2839,Harlur,1757.0,3.0,132.0,3
2840,Harlur,1174.0,2.0,76.0,2
2841,Harlur,1754.0,3.0,125.0,3
2842,Harlur,1290.0,2.0,85.0,2
2843,Harlur,1752.12,3.0,116.0,3
2844,Harlur,1754.0,3.0,135.0,3
2845,Harlur,1754.0,3.0,124.0,3
2846,Harlur,1152.0,2.0,69.0,2
2847,Harlur,1290.0,2.0,87.0,2
2848,Harlur,1749.0,3.0,115.0,3
2849,Harlur,3385.0,4.0,260.0,4
2851,Harlur,1758.0,3.0,133.0,3
2852,Harlur,1884.0,4.0,120.0,4
2853,Harlur,1197.0,2.0,79.0,2
2854,Harlur,1174.0,2.0,78.0,2
2855,Harlur,1730.0,3.0,100.0,3
2856,Harlur,2138.0,3.0,110.0,3
2857,Harlur,1200.0,2.0,52.0,2
2858,Harlur,1197.0,2.0,79.0,2
2859,Harlur,1749.0,3.0,112.0,3
2860,Harlur,1174.0,2.0,75.0,2
2861,Harlur,1750.0,3.0,136.0,3
2862,Harlur,1620.0,3.0,110.0,3
2863,Harlur,1414.0,3.0,77.5,3
2864,Harlur,1630.0,3.0,95.1,3
2865,Harlur,1762.0,3.0,133.0,3
2866,Harlur,1756.0,3.0,131.0,3
2867,Harlur,1755.0,3.0,130.0,3
2868,Harlur,1864.0,3.0,140.0,3
2869,Harlur,1331.0,2.0,88.0,2
2870,Harlur,1752.12,3.0,133.0,3
2871,Harlur,1133.0,2.0,55.0,2
2872,Harlur,1756.0,3.0,128.0,3
2873,Harlur,1749.0,3.0,120.0,3
2874,Harlur,1197.0,2.0,82.0,2
2875,Harlur,1303.0,2.0,90.0,2
2876,Harlur,1754.0,3.0,132.0,3
2877,Harlur,1174.0,2.0,75.0,2
2878,Harlur,1756.0,3.0,134.0,3
2879,Harlur,1197.0,2.0,78.0,2
2880,Harlur,1290.0,2.0,89.9,2
2881,Harlur,1386.0,2.0,85.0,2
2882,Harlur,1174.0,2.0,74.0,2
2883,Harlur,1174.0,2.0,78.0,2
2884,Harlur,1710.0,3.0,85.0,3
2885,Harlur,1755.0,3.0,115.0,3
2886,Harlur,2820.0,4.0,153.5,4
2887,Harlur,2569.0,4.0,175.0,4
2888,Harlur,1710.0,3.0,85.0,3
2889,Harlur,1197.0,2.0,77.0,2
2890,Harlur,1752.12,3.0,125.0,3
2891,Harlur,2569.0,5.0,180.0,4
2892,Harlur,1225.0,2.0,56.0,2
2893,Harlur,1197.0,2.0,76.0,2
2894,Harlur,2137.0,3.0,110.0,3
2895,Harlur,1197.0,2.0,75.0,2
2896,Harlur,1755.0,3.0,117.0,3
2897,Harlur,1197.0,2.0,79.9,2
2898,Harlur,936.0,2.0,45.0,2
2899,Harlur,2990.0,4.0,225.0,4
2900,Harlur,1370.0,2.0,88.0,2
2901,Harlur,1335.0,2.0,72.76,2
2902,Hebbal,1760.0,2.0,123.0,3
2903,Hebbal,5611.5,4.0,477.0,4
2904,Hebbal,1900.0,3.0,119.0,3
2905,Hebbal,1349.0,2.0,98.2,2
2906,Hebbal,2483.0,5.0,212.0,4
2907,Hebbal,1760.0,2.0,130.0,3
2909,Hebbal,1920.0,3.0,134.0,3
2910,Hebbal,1337.0,2.0,82.0,2
2911,Hebbal,1349.0,2.0,98.0,2
2912,Hebbal,1255.0,2.0,77.68,3
2913,Hebbal,1355.0,3.0,83.87,3
2914,Hebbal,1790.0,3.0,127.0,3
2915,Hebbal,687.325,2.0,42.72,2
2916,Hebbal,2790.0,5.0,198.0,4
2917,Hebbal,1985.0,4.0,189.0,3
2918,Hebbal,2483.0,5.0,215.0,4
2919,Hebbal,1080.0,2.0,54.0,2
2920,Hebbal,812.0,2.0,55.0,2
2921,Hebbal,2790.0,4.0,198.0,4
2922,Hebbal,1075.0,2.0,52.0,2
2923,Hebbal,3067.0,4.0,230.0,4
2924,Hebbal,2526.0,2.0,250.0,3
2925,Hebbal,3067.0,4.0,230.0,4
2926,Hebbal,1255.0,2.0,77.68,3
2927,Hebbal,823.0,2.0,50.63,2
2928,Hebbal,1420.0,2.0,123.0,2
2929,Hebbal,1069.0,3.0,65.4,3
2930,Hebbal,1420.0,2.0,99.39,2
2931,Hebbal,4235.0,4.0,365.0,4
2932,Hebbal,1700.0,3.0,124.0,3
2933,Hebbal,3960.0,5.0,386.0,4
2934,Hebbal,1550.0,2.0,75.0,3
2935,Hebbal,1420.0,2.0,99.39,2
2936,Hebbal,1355.0,3.0,83.87,3
2937,Hebbal,1440.0,2.0,115.0,2
2938,Hebbal,1100.0,2.0,54.0,2
2939,Hebbal,1355.0,3.0,83.87,3
2940,Hebbal,2400.0,4.0,180.0,3
2941,Hebbal,1255.0,2.0,77.68,3
2942,Hebbal,1420.0,2.0,107.0,2
2943,Hebbal,1320.0,2.0,92.0,2
2944,Hebbal,919.0,2.0,49.0,2
2945,Hebbal,1645.0,3.0,135.0,3
2946,Hebbal,2080.0,3.0,175.0,3
2947,Hebbal,1355.0,3.0,83.87,3
2948,Hebbal,2483.0,5.0,230.0,4
2949,Hebbal,2600.0,3.0,195.0,3
2950,Hebbal,1645.0,3.0,117.0,3
2951,Hebbal,1251.0,2.0,88.73,2
